"GC EI Compounds ID"	"Structure"	"TIC Sum"	"Name"	"RT in min"	"Reference mz"	"Avg TIC"	"NIST Lib Hit Formula"	"NIST Theo Mol Mass"	"NIST Observed Mol Mass"	"Area Max"	"MS Depth"	"Total Score"	"HRF Score"	"RHRF Score"	"SI"	"RSI"	"Calculated RI"	"RI Delta"	"MS2"	"Calc MW"	"Checked"	"Tags"	"Area Genuine_1raw F1"	"Area Genuine_2raw F2"	"Area Genuine_3raw F3"	"Area Suspect_1raw F4"	"Area Suspect_2raw F5"	"Area Suspect_3raw F6"	"Gap Status Genuine_1raw F1"	"Gap Status Genuine_2raw F2"	"Gap Status Genuine_3raw F3"	"Gap Status Suspect_1raw F4"	"Gap Status Suspect_2raw F5"	"Gap Status Suspect_3raw F6"	"Gap Fill Status Genuine_1raw F1"	"Gap Fill Status Genuine_2raw F2"	"Gap Fill Status Genuine_3raw F3"	"Gap Fill Status Suspect_1raw F4"	"Gap Fill Status Suspect_2raw F5"	"Gap Fill Status Suspect_3raw F6"
"1086"	""	"10158098"	"Peak@19.895"	"19.897"	"265.10757"	"1693016"	""	""	""	"1344712"	"1"	""	""	""	""	""	"1566"	""	"NoMSn"	"265.10812"	"False"	""	"34148"	" 25863"	" 33138"	" 1344712"	" 1244836"	" 1257103"	"Full gap"	" Full gap"	" Full gap"	" No gap"	" No gap"	" No gap"	"128"	" 128"	" 128"	" 1"	" 1"	" 1"
"1087"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:03:37 2024 (hash=420f028d); 15 16  0  0  0  0  0  0  0  0  0;   -1.0428   -0.6417    0.0000 N   0  0  0     0  3  0  0  0  0;   -0.3610   -0.2407    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.6846   -0.2407    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.3610    0.6016    0.0000 N   0  0  0     0  3  0  0  0  0;    0.3610   -0.6417    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.7247    0.6016    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.4065   -0.6417    0.0000 N   0  0  0     0  3  0  0  0  0;   -1.0428    1.0027    0.0000 C   0  0  0     0  0  0  0  0  0;    1.0027   -0.2407    0.0000 N   0  0  0     0  3  0  0  0  0;   -1.0428    1.8049    0.0000 C   0  0  0     0  0  0  0  0  0;    0.9626    0.6417    0.0000 C   0  0  0     0  0  0  0  0  0;    1.7648   -0.5615    0.0000 C   0  0  0     0  0  0  0  0  0;    1.6846    1.0829    0.0000 C   0  0  0     0  0  0  0  0  0;    2.4467   -0.1203    0.0000 C   0  0  0     0  0  0  0  0  0;    2.3664    0.6819    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  2  0  0  0  0;  1  3  1  0  0  0  0;  2  4  1  0  0  0  0;  2  5  1  0  0  0  0;  3  6  2  0  0  0  0;  3  7  1  0  0  0  0;  4  8  2  0  0  0  0;  5  9  1  0  0  0  0;  6  8  1  0  0  0  0;  8 10  1  0  0  0  0;  9 11  1  0  0  0  0;  9 12  1  0  0  0  0; 11 13  1  0  0  0  0; 12 14  1  0  0  0  0; 13 15  1  0  0  0  0; 14 15  1  0  0  0  0;$$$$"	"4765792"	"6-Methyl-2-(piperidin-1-ylmethyl)-4-pyrimidinylamine"	"19.971"	"124.12021"	"794299"	"C11 H18 N4"	"206.15260"	""	"410127"	"1"	"88.9"	"92.4"	"95.7"	"935"	"971"	"1570"	""	"NoMSn"	"123.11744"	"False"	""	"410127"	" 361437"	" 367854"	" 73690"	" 82446"	" 87059"	"No gap"	" No gap"	" No gap"	" Full gap"	" Full gap"	" Full gap"	"1"	" 1"	" 1"	" 128"	" 128"	" 128"
"1088"	""	"9029514"	"Peak@20.007"	"20.014"	"97.10127"	"1504919"	""	""	""	"1250492"	"1"	""	""	""	""	""	"1571"	""	"NoMSn"	"83.08608"	"False"	""	"677769"	" 589724"	" 594507"	" 1084785"	" 1222926"	" 1250492"	"Full gap"	" No gap"	" Full gap"	" Full gap"	" Full gap"	" Full gap"	"128"	" 1"	" 128"	" 128"	" 128"	" 128"
"1089"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:05:00 2024 (hash=01979113); 15 15  0  0  0  0  0  0  0  0  0;   -1.2977    0.8516    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.6894    1.4193    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.4193   -0.6083    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.4193    0.2028    0.0000 C   0  0  0     0  0  0  0  0  0;    1.4193   -0.6083    0.0000 C   0  0  0     0  0  0  0  0  0;    1.4193    0.2028    0.0000 C   0  0  0     0  0  0  0  0  0;    0.0000    1.8248    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.4193    1.8248    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.6894    0.6083    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.1087    0.6083    0.0000 C   0  0  0     0  0  0  0  0  0;    2.1087    0.6083    0.0000 C   0  0  0     0  0  0  0  0  0;    0.6894    0.6083    0.0000 C   0  0  0     0  0  0  0  0  0;    0.0000    0.2028    0.0000 C   0  0  0     0  0  0  0  0  0;    0.6894    1.4193    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.1087    1.4193    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  1  0  0  0  0;  2  7  1  0  0  0  0;  2  8  1  0  0  0  0;  3  4  1  0  0  0  0;  4  9  1  0  0  0  0;  4 10  1  0  0  0  0;  5  6  1  0  0  0  0;  6 11  1  0  0  0  0;  6 12  1  0  0  0  0;  7 14  1  0  0  0  0;  8 15  1  0  0  0  0;  9 13  1  0  0  0  0; 10 15  1  0  0  0  0; 12 13  1  0  0  0  0; 12 14  1  0  0  0  0;$$$$"	"22669044"	"1,7-Dimethyl-4-(1-methylethyl)cyclodecane"	"20.014"	"69.06989"	"3778174"	"C15 H30"	"210.23420"	""	"4294886"	"1"	"94.1"	"98.0"	"98.0"	"744"	"744"	"1572"	""	"NoMSn"	"97.10179"	"False"	""	"2270085"	" 1982311"	" 2130146"	" 3528635"	" 4163885"	" 4294886"	"No gap"	" No gap"	" No gap"	" No gap"	" No gap"	" No gap"	"1"	" 1"	" 1"	" 1"	" 1"	" 1"
"1090"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:03:38 2024 (hash=c7551afc); 23 24  0  0  0  0  0  0  0  0  0;    2.8806   -1.8257    0.0000 C   0  0  0     0  0  0  0  0  0;    2.8806   -1.0143    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.3389   -1.0143    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.0692   -0.6086    0.0000 N   0  0  0     0  3  0  0  0  0;    2.1503   -2.2315    0.0000 C   0  0  0     0  0  0  0  0  0;    2.1503   -0.6086    0.0000 C   0  0  0     0  0  0  0  0  0;    1.4606   -1.8257    0.0000 C   0  0  0     0  0  0  0  0  0;    1.4606   -1.0143    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.6492   -0.6086    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.7589   -1.0143    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.0692    0.2029    0.0000 S   0  0  0     0  6  0  0  0  0;    0.0406   -1.0143    0.0000 N   0  0  0     0  3  0  0  0  0;   -0.6492    0.2029    0.0000 O   0  0  0     0  2  0  0  0  0;   -2.0692    1.0143    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.7589    1.4200    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.3389    1.4200    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.8400    0.2029    0.0000 O   0  0  0     0  2  0  0  0  0;   -1.2577    0.2029    0.0000 O   0  0  0     0  2  0  0  0  0;   -2.7589    2.2315    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.3389    2.2315    0.0000 C   0  0  0     0  0  0  0  0  0;    0.7709   -0.6086    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.0692    2.6372    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.0692    3.4486    0.0000 F   0  0  0     0  1  0  0  0  0;  1  2  2  0  0  0  0;  1  5  1  0  0  0  0;  2  6  1  0  0  0  0;  3  4  1  0  0  0  0;  3  9  1  0  0  0  0;  4 10  1  0  0  0  0;  4 11  1  0  0  0  0;  5  7  2  0  0  0  0;  6  8  2  0  0  0  0;  7  8  1  0  0  0  0;  8 21  1  0  0  0  0;  9 12  1  0  0  0  0;  9 13  2  0  0  0  0; 11 14  1  0  0  0  0; 11 17  2  0  0  0  0; 11 18  2  0  0  0  0; 12 21  1  0  0  0  0; 14 15  2  0  0  0  0; 14 16  1  0  0  0  0; 15 19  1  0  0  0  0; 16 20  2  0  0  0  0; 19 22  2  0  0  0  0; 20 22  1  0  0  0  0; 22 23  1  0  0  0  0;$$$$"	"19096395"	"Acetamide, N-benzyl-2-[(4-fluorobenzenesulfonyl)(methyl)amino]-"	"20.037"	"220.18217"	"3182732"	"C16 H17 F N2 O3 S"	"336.09384"	""	"271542"	"1"	"87.3"	"90.7"	"92.9"	"552"	"619"	"1573"	""	"NoMSn"	"205.15924"	"False"	""	"269907"	" 248987"	" 271542"	" 159596"	" 185090"	" 172578"	"No gap"	" No gap"	" No gap"	" Full gap"	" No gap"	" No gap"	"1"	" 1"	" 1"	" 128"	" 1"	" 1"
"1091"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:07:01 2024 (hash=32ada540); 16 17  0  0  0  0  0  0  0  0  0;    0.3669   -0.8561    0.0000 C   0  0  0     0  0  0  0  0  0;    1.1008   -0.4892    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.7938    0.9377    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.0600    1.3046    0.0000 C   0  0  0     0  0  0  0  0  0;    1.8346   -0.8561    0.0000 C   0  0  0     0  0  0  0  0  0;    1.1008    0.2446    0.0000 C   0  0  0     0  0  0  0  0  0;    0.3669    0.5708    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.2854    0.2446    0.0000 C   0  0  0     0  0  0  0  0  0;    0.3669    1.3046    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.2854    0.9377    0.0000 O   0  0  0     0  2  0  0  0  0;    0.3669    2.0384    0.0000 C   0  0  0     0  0  0  0  0  0;    1.1008    1.3046    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.0600    2.0384    0.0000 C   0  0  0     0  0  0  0  0  0;    1.8346    0.9377    0.0000 C   0  0  0     0  0  0  0  0  0;    1.1008    2.0384    0.0000 C   0  0  0     0  0  0  0  0  0;    1.8346    1.6715    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  1  0  0  0  0;  2  5  2  0  0  0  0;  2  6  1  0  0  0  0;  3  4  1  0  0  0  0;  4 13  2  0  0  0  0;  4 10  1  0  0  0  0;  6  7  2  0  0  0  0;  7  8  1  0  0  0  0;  7  9  1  0  0  0  0;  9 10  1  0  0  0  0;  9 11  1  0  0  0  0;  9 12  1  0  0  0  0; 11 13  1  0  0  0  0; 11 15  1  0  0  0  0; 12 14  1  0  0  0  0; 12 15  1  0  0  0  0; 12 16  1  0  0  0  0;$$$$"	"82844018"	"1-(1,3-Dimethyl-buta-1,3-dienyl)-3,7,7-trimethyl-2-oxa-bicyclo[3.2.0]hept-3-ene"	"20.050"	"147.11681"	"13807336"	"C15 H22 O"	"218.16652"	""	"10207148"	"1"	"89"	"93.7"	"93.7"	"574"	"592"	"1574"	""	"NoMSn"	"173.09662"	"False"	""	"2068926"	" 1960903"	" 1996554"	" 8718294"	" 10207148"	" 10188492"	"No gap"	" No gap"	" No gap"	" No gap"	" No gap"	" No gap"	"1"	" 1"	" 1"	" 1"	" 1"	" 1"
"1092"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:06:17 2024 (hash=a3d58e28); 26 28  0  0  0  0  0  0  0  0  0;   -1.3372    3.0796    0.0000 O   0  0  0     0  2  0  0  0  0;   -1.5803    2.3097    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.3502    2.0666    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.0941    1.6614    0.0000 N   0  0  0     0  3  0  0  0  0;   -2.3502    1.2562    0.0000 C   0  0  0     0  0  0  0  0  0;   -3.0391    2.4718    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.2836    1.6614    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.5803    1.0130    0.0000 C   0  0  0     0  0  0  0  0  0;   -3.0391    0.8509    0.0000 C   0  0  0     0  0  0  0  0  0;   -3.7685    2.0666    0.0000 C   0  0  0     0  0  0  0  0  0;    0.0810    0.9320    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.3372    0.2431    0.0000 O   0  0  0     0  2  0  0  0  0;   -3.7685    1.2562    0.0000 C   0  0  0     0  0  0  0  0  0;    0.9320    0.9320    0.0000 N   0  0  0     0  3  0  0  0  0;   -0.3242    0.2431    0.0000 O   0  0  0     0  2  0  0  0  0;    1.3372    0.2431    0.0000 C   0  0  0     0  0  0  0  0  0;    2.1476    0.2431    0.0000 C   0  0  0     0  0  0  0  0  0;    0.8915   -0.4457    0.0000 C   0  0  0     0  0  0  0  0  0;    2.5528   -0.4457    0.0000 C   0  0  0     0  0  0  0  0  0;    0.1216   -0.4457    0.0000 O   0  0  0     0  2  0  0  0  0;    1.2967   -1.1751    0.0000 O   0  0  0     0  2  0  0  0  0;    2.1476   -1.1751    0.0000 C   0  0  0     0  0  0  0  0  0;    3.3633   -0.4457    0.0000 C   0  0  0     0  0  0  0  0  0;    2.5528   -1.8640    0.0000 C   0  0  0     0  0  0  0  0  0;    3.7685   -1.1751    0.0000 C   0  0  0     0  0  0  0  0  0;    3.3633   -1.8640    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  2  0  0  0  0;  2  3  1  0  0  0  0;  2  4  1  0  0  0  0;  3  5  2  0  0  0  0;  3  6  1  0  0  0  0;  4  7  1  0  0  0  0;  4  8  1  0  0  0  0;  5  9  1  0  0  0  0;  5  8  1  0  0  0  0;  6 10  2  0  0  0  0;  7 11  1  0  0  0  0;  8 12  2  0  0  0  0;  9 13  2  0  0  0  0; 10 13  1  0  0  0  0; 11 14  1  0  0  0  0; 11 15  2  0  0  0  0; 14 16  1  0  0  0  0; 16 17  1  1  0  0  0; 16 18  1  0  0  0  0; 17 19  1  0  0  0  0; 18 20  1  0  0  0  0; 18 21  2  0  0  0  0; 19 22  2  0  0  0  0; 19 23  1  0  0  0  0; 22 24  1  0  0  0  0; 23 25  2  0  0  0  0; 24 26  2  0  0  0  0; 25 26  1  0  0  0  0;$$$$"	"3257917"	"L-Phenylalanine, N-[(1,3-dihydro-1,3-dioxo-2H-isoindol-2-yl)acetyl]-"	"20.050"	"160.12018"	"542986"	"C19 H16 N2 O5"	"352.10537"	""	"897044"	"1"	"76.7"	"64.4"	"64.4"	"546"	"546"	"1574"	""	"NoMSn"	"205.15927"	"False"	""	"432576"	" 383303"	" 437878"	" 717577"	" 819639"	" 897044"	"Full gap"	" Full gap"	" Full gap"	" Full gap"	" No gap"	" Full gap"	"128"	" 128"	" 128"	" 128"	" 1"	" 128"
"1093"	""	"33491316"	"Peak@20.059"	"20.059"	"187.14813"	"5581886"	""	""	""	"2914969"	"1"	""	""	""	""	""	"1574"	""	"NoMSn"	"202.17213"	"False"	""	"520872"	" 438930"	" 444346"	" "	" 2857075"	" 2914969"	"Full gap"	" Full gap"	" Full gap"	" Missing reference mass"	" No gap"	" No gap"	"128"	" 128"	" 128"	" 2"	" 1"	" 1"
"1094"	""	"5487887"	"Peak@20.066"	"20.064"	"175.11172"	"914648"	""	""	""	"353337"	"1"	""	""	""	""	""	"1574"	""	"NoMSn"	"175.11227"	"False"	""	"328588"	" 251269"	" 332803"	" 309560"	" 353337"	" 300843"	"Full gap"	" Full gap"	" Full gap"	" Full gap"	" No gap"	" No gap"	"128"	" 128"	" 128"	" 128"	" 1"	" 1"
"1095"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:03:46 2024 (hash=ace97526); 10  9  0  0  0  0  0  0  0  0  0;    0.3658    0.8129    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.3658    0.4064    0.0000 C   0  0  0     0  0  0  0  0  0;    1.0567    0.4064    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.0567    0.8129    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.7070    0.4064    0.0000 C   0  0  0     0  0  0  0  0  0;    1.7476    0.8129    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.7070   -0.4064    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.4386    0.8129    0.0000 C   0  0  0     0  0  0  0  0  0;    1.7476    1.6257    0.0000 C   0  0  0     0  0  0  0  0  0;    2.4792    0.4064    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  1  0  0  0  0;  1  3  1  0  0  0  0;  2  4  1  0  0  0  0;  3  6  1  0  0  0  0;  4  5  1  0  0  0  0;  5  7  1  0  0  0  0;  5  8  1  0  0  0  0;  6  9  1  0  0  0  0;  6 10  1  0  0  0  0;$$$$"	"3404152"	"Octane, 2,7-dimethyl-"	"20.071"	"99.11681"	"567359"	"C10 H22"	"142.17160"	""	"152358"	"1"	"83.4"	"82.1"	"100.0"	"528"	"783"	"1575"	"647"	"NoMSn"	"386.95169"	"False"	""	"62485"	" 61729"	" 88151"	" 140387"	" 144007"	" 152358"	"Full gap"	" Full gap"	" Full gap"	" No gap"	" Full gap"	" Full gap"	"128"	" 128"	" 128"	" 1"	" 128"	" 128"
"1096"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:03:16 2024 (hash=865ffb07); 15 16  0  0  0  0  0  0  0  0  0;    1.0599    2.0383    0.0000 C   0  0  0     0  0  0  0  0  0;    0.3669    2.4460    0.0000 C   0  0  0     0  0  0  0  0  0;    1.7530    2.4460    0.0000 C   0  0  0     0  0  0  0  0  0;    1.0599    1.2230    0.0000 C   0  0  0     0  0  0  0  0  0;    0.3669    0.8153    0.0000 C   0  0  0     0  0  0  0  0  0;    1.7530    0.8153    0.0000 C   0  0  0     0  0  0  0  0  0;    0.3669   -0.0000    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.3669    1.2230    0.0000 C   0  0  0     0  0  0  0  0  0;    1.7530   -0.0000    0.0000 C   0  0  0     0  0  0  0  0  0;    1.0599   -0.4077    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.3669   -0.4077    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.0599    0.8153    0.0000 C   0  0  0     0  0  0  0  0  0;    1.0599   -1.2230    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.0599   -0.0000    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.7530    1.2230    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  1  0  0  0  0;  1  3  1  0  0  0  0;  4  1  1  6  0  0  0;  4  5  1  0  0  0  0;  4  6  1  0  0  0  0;  5  7  2  0  0  0  0;  5  8  1  0  0  0  0;  6  9  1  0  0  0  0;  7 10  1  0  0  0  0;  7 11  1  0  0  0  0;  8 12  2  0  0  0  0;  9 10  1  0  0  0  0; 10 13  1  6  0  0  0; 11 14  2  0  0  0  0; 12 15  1  0  0  0  0; 12 14  1  0  0  0  0;$$$$"	"30024868"	"Naphthalene, 1,2,3,4-tetrahydro-1,6-dimethyl-4-(1-methylethyl)-, (1S-cis)-"	"20.118"	"163.11172"	"5004145"	"C15 H22"	"202.17160"	"202.17151"	"2700498"	"1"	"88.2"	"87.0"	"94.7"	"668"	"744"	"1577"	"54"	"NoMSn"	"202.17206"	"False"	""	"2700498"	" "	" 2585436"	" 255424"	" 373714"	" 272959"	"Full gap"	" Missing reference mass"	" Full gap"	" Full gap"	" No gap"	" No gap"	"128"	" 2"	" 128"	" 128"	" 1"	" 1"
"1097"	""	"7059067"	"Peak@20.122"	"20.117"	"96.09338"	"1176511"	""	""	""	"815640"	"1"	""	""	""	""	""	"1577"	""	"NoMSn"	"145.00738"	"False"	""	"815640"	" 38653"	" 58979"	" 257756"	" 299912"	" 305073"	"Full gap"	" Full gap"	" Full gap"	" Full gap"	" No gap"	" Full gap"	"128"	" 128"	" 128"	" 128"	" 1"	" 128"
"1098"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:05:09 2024 (hash=26d79417); 15 16  0  0  0  0  0  0  0  0  0;   -1.7031   -0.2028    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.5141   -0.2028    0.0000 C   0  0  0     0  0  0  0  0  0;    2.5141   -0.2028    0.0000 C   0  0  0     0  0  0  0  0  0;    1.8248    0.2028    0.0000 C   0  0  0     0  0  0  0  0  0;    1.0949    2.2303    0.0000 C   0  0  0     0  0  0  0  0  0;    1.0949    1.4193    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.7031   -1.0138    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.0138    0.2028    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.5141   -1.0138    0.0000 C   0  0  0     0  0  0  0  0  0;   -0.2839   -0.2028    0.0000 O   0  0  0     0  2  0  0  0  0;   -1.0138    1.0138    0.0000 O   0  0  0     0  2  0  0  0  0;    0.4055    0.2028    0.0000 C   0  0  0     0  0  0  0  0  0;    1.0949   -0.2028    0.0000 C   0  0  0     0  0  0  0  0  0;    1.8248    1.0138    0.0000 C   0  0  0     0  0  0  0  0  0;    0.4055    1.0138    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  1  0  0  0  0;  1  7  1  0  0  0  0;  1  8  1  0  0  0  0;  2  9  1  0  0  0  0;  3  4  1  0  0  0  0;  4 13  2  0  0  0  0;  4 14  1  0  0  0  0;  5  6  1  0  0  0  0;  6 15  1  0  0  0  0;  6 14  2  0  0  0  0;  7  9  1  0  0  0  0;  8 10  1  0  0  0  0;  8 11  2  0  0  0  0; 10 12  1  0  0  0  0; 12 15  2  0  0  0  0; 12 13  1  0  0  0  0;$$$$"	"23901208"	"Cyclobutanecarboxylic acid, 3,5-dimethylphenyl ester"	"20.176"	"122.10899"	"3983535"	"C13 H16 O2"	"204.11448"	""	"8720636"	"1"	"88.6"	"94.3"	"100.0"	"542"	"575"	"1580"	"1"	"NoMSn"	"122.10954"	"False"	""	"7173745"	" 7403902"	" 8720636"	" 3442053"	" 3845542"	" 3828964"	"No gap"	" No gap"	" No gap"	" Full gap"	" Full gap"	" Full gap"	"1"	" 1"	" 1"	" 128"	" 128"	" 128"
"1099"	""	"52367325"	"Peak@20.181"	"20.187"	"122.10896"	"8727888"	""	""	""	"8720636"	"1"	""	""	""	""	""	"1580"	""	"NoMSn"	"208.03198"	"False"	""	"7173745"	" 7403902"	" 8720636"	" 3442053"	" 3845542"	" 3828964"	"Full gap"	" Full gap"	" Full gap"	" Full gap"	" Full gap"	" No gap"	"128"	" 128"	" 128"	" 128"	" 128"	" 1"
"1100"	"No Name;  -NISTMS-12099911132D 1   1.0         0.0          ;Oct 15 22:03:41 2024 (hash=aafe8b08); 16 18  0  0  0  0  0  0  0  0  0;   -1.0098    1.5753    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.0098    0.8079    0.0000 C   0  0  0     0  0  0  0  0  0;    2.3428   -0.4039    0.0000 C   0  0  0     0  0  0  0  0  0;    2.3428    0.4443    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.6561    1.9793    0.0000 N   0  0  0     0  3  0  0  0  0;    0.2020    1.5753    0.0000 C   0  0  0     0  0  0  0  0  0;   -1.6561    0.4443    0.0000 N   0  0  0     0  3  0  0  0  0;   -0.3635    0.4443    0.0000 N   0  0  0     0  3  0  0  0  0;   -2.3428    1.5753    0.0000 C   0  0  0     0  0  0  0  0  0;    0.2020    0.7675    0.0000 C   0  0  0     0  0  0  0  0  0;    0.8483    2.0197    0.0000 C   0  0  0     0  0  0  0  0  0;   -2.3428    0.8079    0.0000 C   0  0  0     0  0  0  0  0  0;    0.9290    0.4039    0.0000 C   0  0  0     0  0  0  0  0  0;    1.6561    0.8483    0.0000 C   0  0  0     0  0  0  0  0  0;    0.9290   -0.4443    0.0000 C   0  0  0     0  0  0  0  0  0;    1.6157   -0.8483    0.0000 C   0  0  0     0  0  0  0  0  0;  1  2  2  0  0  0  0;  1  5  1  0  0  0  0;  1  6  1  0  0  0  0;  2  7  1  0  0  0  0;  2  8  1  0  0  0  0;  3  4  2  0  0  0  0;  3 16  1  0  0  0  0;  4 14  1  0  0  0  0;  5  9  2  0  0  0  0;  6 10  2  0  0  0  0;  6 11  1  0  0  0  0;  7 12  2  0  0  0  0;  8 10  1  0  0  0  0;  9 12  1  0  0  0  0; 10 13  1  0  0  0  0; 13 14  2  0  0  0  0; 13 15  1  0  0  0  0; 15 16  2  0  0  0  0;$$$$"	"29864406"	"2-Phenyl-3-methyl-pyrrolo(2,3-b)pyrazine"	"20.194"	"175.14368"	"4977401"	"C13 H11 N3"	"209.09475"	""	"1047463"	"1"	"47.3"	"7.9"	"13.2"	"546"	"811"	"1580"	""	"NoMSn"	"208.03200"	"False"	""	"115453"	" 148268"	" 173441"	" 915377"	" 1047463"	" 1011729"	"Full gap"	" Full gap"	" Full gap"	" Full gap"	" No gap"	" Full gap"	"128"	" 128"	" 128"	" 128"	" 1"	" 128"
"1101"	""	"24866874"	"Peak@20.189"	"20.189"	"69.06998"	"4144479"	""	""	""	"5464983"	"1"	""	""	""	""	""	"1581"	""	"NoMSn"	"123.19022"	"False"	""	"3624072"	" 3428864"	" 3716671"	" 4782782"	" 5393272"	" 5464983"	"Full gap"	" No gap"	" Full gap"	" Full gap"	" Full gap"	" Full gap"	"128"	" 1"	" 128"	" 128"	" 128"	" 128"
"1102"	""	"36785019"	"Peak@20.191"	"20.191"	"82.07773"	"6130836"	""	""	""	"5022888"	"1"	""	""	""	""	""	"1581"	""	"NoMSn"	"162.13650"	"False"	""	"2074135"	" 2151390"	" "	" 4307739"	" 4827595"	" 5022888"	"No gap"	" Full gap"	" Missing reference mass"	" Full gap"	" Full gap"	" Full gap"	"1"	" 128"	" 2"	" 128"	" 128"	" 128"
