"GC EI Compounds ID"	"Name"	"Area Mean (Genuine)"	"Area Mean (Suspect)"	"New CD Table ID"	"New CD Table WorkflowID"
625	"Phenol, 2-(2-methylpropyl)-"	NA	818127	625	239
626	"Cyclohexanone, 2-acetyl-"	24719027.6666667	3130368.66666667	626	239
627	"Peak@14.832"	543453.666666667	2017795.33333333	627	239
628	"Methyl (S)-2-((R)-4-((R)-2-methylpyrrolidin-1-yl)-1,1-dioxidoisothiazolidin-2-yl)-3-phenylpropanoate"	10860933.6666667	4775588.33333333	628	239
629	"5-(Methoxymethyl)furan-2-carbaldehyde"	3828287.66666667	13665652	629	239
630	"(1S,2R,4R,7R)-4-Isopropyl-7-methyl-3,8-dioxatricyclo[5.1.0.02,4]octane"	355109914	76011096.6666667	630	239
631	"Peak@14.843"	3976181	122084	631	239
632	"Peak@14.847"	1757583	6118978	632	239
633	"1,2-Bis(4-methoxyphenyl)ethane-1,2-diamine"	11787614.3333333	NA	633	239
634	"1-Boc-3-cyano-4-pyrrolidinone"	862897.666666667	NA	634	239
635	"Benzenemethanol, 4-methyl-α-(1-methyl-2-propenyl)-, (R*,R*)-"	20236059.3333333	73186651.6666667	635	239
636	"1-Phenyl-2-(2-pyridinyl)ethanol"	10213552	5177693.33333333	636	239
637	"Peak@14.859"	7031702.33333333	879483	637	239
638	"2-Phenylethyl allyl ether"	57758880.6666667	22099478	638	239
639	"Peak@14.870"	60045	576192	639	239
640	"2-Methyl-5-(propan-2-ylidene)cyclohexane-1,4-diol"	1703050.33333333	225708003	640	239
641	"Benzoic acid, 2,4-dimethoxy-6-methyl-, 4-carboxy-3-methoxy-5-methylphenyl ester"	1216861.33333333	NA	641	239
642	"Oxalic acid, isohexyl neopentyl ester"	1234465.33333333	1431935.66666667	642	239
643	"cis-Hexahydroterephthalic acid"	498722.666666667	NA	643	239
644	"6-Hydroxycarvotanacetone"	3502161.33333333	1211665	644	239
645	"Diacetyl-3,4-dihydroxyphenyl-2-propanone"	18495.3333333333	161706.333333333	645	239
646	"2-Heptenoic acid, oct-3-en-2-yl ester"	471499	166628.333333333	646	239
647	"3-methyl-5-(2,6-dimethylheptyl)-1,5-Pent-2-enolide"	749627.333333333	2427084.33333333	647	239
648	"1-Propanone, 1-(2-furanyl)-"	503094.333333333	5238791.33333333	648	239
649	"trans-Arbusculone"	84100.3333333333	210834	649	239
650	"Decane, 3,8-dimethyl-"	1272023.66666667	1609025.33333333	650	239
651	"Oxalic acid, isohexyl neopentyl ester"	3968625.66666667	577592.333333333	651	239
652	"Benzoic acid, 2-methoxy-, methyl ester"	281219.333333333	2289349.66666667	652	239
653	"Pentanoic acid, 5-hydroxy-, 2,4-di-t-butylphenyl esters"	8204846.33333333	4885231	653	239
654	"1,2-Oxaborolane, 2-ethyl-4,5-dimethyl-"	348867.666666667	907546	654	239
655	"Bis(2-isopropyl-5-methylcyclohexyl) methylphosphonate (isomer 3)"	11105016	93799823	655	239
656	"2-Fluorobenzoic acid, 4-methylpentyl ester"	228114.666666667	1626536.66666667	656	239
657	"4-(2-Piperidinylcarbonyl)morpholine"	68582.3333333333	124121.666666667	657	239
658	"Pyrrolidine-2-carboxamide, 1-ethyl-, N-(2'-1,3-dioxolan-2-ylphenyl)-"	144068	404433	658	239
659	"2,5-Hexanedione, 3,4-bis(dimethylaminomethylidene)-"	375468.333333333	3866756	659	239
660	"Propyl methanesulfonate"	375468.333333333	3866756	660	239
661	"2-Cyclopentene-1-butanal, γ,γ,2,3-tetramethyl-"	63815.3333333333	653814.666666667	661	239
662	"Peak@15.034"	133117	1777320.33333333	662	239
663	"(+-)-N-Benzyl-alpha-methyl-N-nitrosobenzylamine"	133117	NA	663	239
664	"2,4,6-Cycloheptatrien-1-one, 2-hydroxy-5-(1-methylethyl)-"	970869.666666667	197450890	664	239
665	"3-Phenylpropionic acid, 3-ethylphenyl ester"	751199	401157.666666667	665	239
666	"3-Decene, 2,2-dimethyl-, (E)-"	41098220	51084038	666	239
667	"Pentane, 2-methyl-"	146213.666666667	163613	667	239
668	"Cyclopentanone, 2,2-dimethyl-"	707838.333333333	901537.333333333	668	239
669	"Fumaric acid, dicyclobutyl ester"	394783.666666667	368143.333333333	669	239
670	"2,2,3,3-Tetramethylcyclopropanecarboxylic acid, 4-methylphenyl ester"	10753974.3333333	351481	670	239
671	"3,3-Dimethoxy-6,6-dimethyl-cyclohexa-1,4-diene"	304284.666666667	5694974	671	239
672	"2-Hydroxy-N'-(prop-2-enoyl)benzohydrazide"	267431.666666667	492512.666666667	672	239
673	"trans-8a-Methylperhydroazulen-4(1H)-one"	190121.666666667	NA	673	239
674	"Propanoic acid, 2-methyl-, 3-hexenyl ester, (E)-"	1829682.66666667	2239806	674	239
675	"Peak@15.243"	400426.333333333	178654	675	239
676	"1,3-Dimethyl-1H-pyrazol-4-ylamine, N,N-diacetyl-"	575363.666666667	245470.333333333	676	239
677	"Cyclopentane, 1-pentyl-2-propyl-"	64595880.3333333	82421359	677	239
678	"7-((5R,8R,8aS)-8-Methyloctahydroindolizin-5-yl)heptan-2-ol"	NA	733364.666666667	678	239
679	"2H-1-Benzopyran-3,4-diol, 2-(3,4-dimethoxyphenyl)-3,4-dihydro-6-methyl-, (2α,3α,4α)-"	1967829	1387902.66666667	679	239
680	"para-Anisaldehyde diethyl acetal"	987339.333333333	694247.333333333	680	239
681	"Peak@15.337"	293597.666666667	611184.666666667	681	239
682	"1-(4-Hydroxyphenyl)-2-phenyl-1-butanone"	NA	78018.6666666667	682	239
683	"1,3-Benzenediol, o-(2-methoxybenzoyl)-o'-ethoxycarbonyl-"	441854.666666667	179261	683	239
684	"Cyclobutanecarboxylic acid, 4-methylpentyl ester"	1556958	1230316	684	239
685	"Succinic acid, 2-methylpent-3-yl 1-cyclopentylethyl ester"	400428.666666667	16957.6666666667	685	239
686	"5-Chloro-2-oxo-benzooxazole-3-carboxylic acid butylamide"	540859.333333333	272766.333333333	686	239
687	"1,7-Dimethyl-4-(1-methylethyl)cyclodecane"	45171987.6666667	56630890	687	239
688	"5',6',7',8'-Tetrahydro-2'-acetonaphthone"	735988	58956	688	239
689	"Isoquinoline"	214629.333333333	173680	689	239
690	"1-Dodecanone, 2-(imidazol-1-yl)-1-(4-methoxyphenyl)-"	140151.333333333	NA	690	239
691	"Pentanoic acid, 5-hydroxy-, p-t-butylphenyl ester"	8742282.33333333	11405063.3333333	691	239
692	"3-Allyl-6-methoxyphenol"	9893638	50865856.3333333	692	239
693	"1-Phenylpropene-3,3-diol diacetate"	3927006.66666667	13294646	693	239
694	"Diphthalimido-2-propanone"	1351727.66666667	2665070.66666667	694	239
695	"4-(Propan-2-yl)benzene-1,3-diol, dimethyl ether"	63537479	8149498.33333333	695	239
696	"1-(10,10-Dimethyl-3,3-dioxo-3-thia-4-azatricyclo[5.2.1.0(1,5)]dec-4-yl)-3-methylpent-4-en-1-one"	927952.333333333	1245327.33333333	696	239
697	"Glutaric acid, 2-fluorophenyl 4-methoxybenzyl ester"	235703.333333333	NA	697	239
698	"Peak@15.632"	566508.333333333	344949.666666667	698	239
699	"Peak@15.633"	362158.666666667	150070	699	239
700	"Peak@15.636"	3610042.33333333	2804921.33333333	700	239
701	"Peak@15.636"	563310.666666667	405902.666666667	701	239
702	"Peak@15.636"	538584.666666667	329089.666666667	702	239
703	"Peak@15.638"	1590199.66666667	1005218.33333333	703	239
704	"Cyclohexasiloxane, dodecamethyl-"	99655017	65178665.6666667	704	239
705	"Peak@15.643"	906979.333333333	594543.666666667	705	239
706	"Peak@15.645"	566508.333333333	344949.666666667	706	239
707	"2,2,4-Trimethylchromene-3"	54912	NA	707	239
708	"4-Terpinenyl acetate"	1136143.66666667	4727544.33333333	708	239
709	"17,21-Dimethylheptatriacontane"	NA	222918.666666667	709	239
710	"2-(4a,8-Dimethyl-2,3,4,5,6,7-hexahydro-1H-naphthalen-2-yl)propan-2-ol"	1136143.66666667	4044032.66666667	710	239
711	"Sesamol, trimethylacetate"	445305	2982991	711	239
712	"Cyclopentene"	65344.6666666667	150645.666666667	712	239
713	"1,6-Octadien-3-ol, 3,7-dimethyl-, propanoate"	NA	3361540	713	239
714	"7-methyl-2,3-dihydro-1H-inden-4-yl acetate"	187878	3321114.66666667	714	239
715	"10-epi-γ-Eudesmol"	3140113	277582.666666667	715	239
716	"Benzoic acid, 4-methoxy-, ethyl ester"	185578	12492814.3333333	716	239
717	"1-(2,4-Dihydroxyphenyl)-1-butanone, diacetate"	1531956.66666667	1334320	717	239
718	"Benzeneacetonitrile, α-(β-D-glucopyranosyloxy)-, (R)-"	28508.6666666667	NA	718	239
719	"2-Isopropyl-4-methylphenol"	905544.333333333	NA	719	239
720	"Benzenamine, N-[2-methoxy-1-(methoxymethyl)-2-methylpropylidene]-"	197959.666666667	1085081	720	239
721	"2,3-Dihydro-2-hydroxbenzoxazole"	NA	1038889.66666667	721	239
722	"2-Furancarboxamide, N-(2-phenylethyl)-N-ethyl-"	NA	1746086	722	239
723	"3-Oxabicyclo[3.3.1]non-6-ene-1-methanol, 4-(4-hydroxyphenyl)-6,8,9-trimethyl-"	905544.333333333	2946212.66666667	723	239
724	"Benzene, 2-(1,3-butadienyl)-1,3,5-trimethyl-"	NA	1350794.33333333	724	239
725	"Carbonic acid, decyl vinyl ester"	772997	1350719.33333333	725	239
726	"(-)-cis-Isopiperitenol"	12553096.3333333	1867693.33333333	726	239
727	"6-(3,3-Diethoxypropyl)-2(1H)-pyridinone"	4145234	524719	727	239
728	"Nopyl angelate"	661549	NA	728	239
729	"4-(3,5-Dimethylbenzoyl)-1-(2,2,2-trifluoroacetyl)-1,4-dihydroquinoxalin-2-yl 2,2,2-trifluoroacetate"	760979.333333333	NA	729	239
730	"(4-Fluoro-2-methylphenyl)[4-(pyridin-3-yloxy)piperidin-1-yl]methanone"	1006724.66666667	1861523	730	239
731	"cis-muurola-3,5-diene"	287022720.666667	28945447.3333333	731	239
732	"N-Ethoxycarbonyl-N-(4-cyanophenyl)glycine, ethyl ester"	10993303	986200.333333333	732	239
733	"Benzylcyclopentane"	6743520	703237.666666667	733	239
734	"Peak@16.002"	768445	71406.6666666667	734	239
735	"Benzaldehyde, 2,4-dihydroxy-6-methyl-"	671619.333333333	2296192.33333333	735	239
736	"(Z)-3,7-Dimethylocta-2,6-dien-1-yl dodecanoate"	3876223.66666667	3446084.66666667	736	239
737	"Peak@16.026"	112121	613005.333333333	737	239
738	"2,5-Dimethoxyethylbenzene"	897474.333333333	50844.3333333333	738	239
739	"(R)-5-Methyl-2-(prop-1-en-2-yl)hex-4-en-1-yl 3-methylbutanoate"	2677866	2301601.66666667	739	239
740	"2-Propenoic acid, 3-phenyl-, 1-ethenyl-1,5-dimethyl-4-hexenyl ester"	209861.666666667	78278.3333333333	740	239
741	"Propanamide, N-(2-benzimidazolyl)-N-phenyl-"	3247592.66666667	NA	741	239
742	"2-(1H-Benzimidazol-2-ylthio)-N,N-dimethylethanamine, N-trimethylsilyl-"	68342781.3333333	54494043.3333333	742	239
743	"Acrylonitrile, 3-bicyclo[2.2.1]hept-5-en-2-yl-2-(5-methyl-1H-benzoimidazol-2-yl)-"	3443533.33333333	NA	743	239
744	"Thiobenzoic acid, 2-benzoyl-, S-(2-benzoxazolyl) ester"	3443533.33333333	3260112	744	239
745	"Naphthalene, 1,2,3,4-tetrahydro-1,1,6-trimethyl-"	194425.666666667	1650590	745	239
746	"1-Pentamethyldisilyloxy-10-undecene"	1791088.66666667	455118	746	239
747	"Succinic acid, 3-methylbut-2-yl oct-1-en-3-yl ester"	520314.333333333	130398	747	239
748	"α,α-Diethyl-o-methoxybenzyl alcohol"	3902701.33333333	890086.666666667	748	239
749	"2-Furaldehyde diethyl acetal"	482910.666666667	2683439	749	239
750	"1,3-dioxane-5,5-dimethanol, 2-hexyl-"	482910.666666667	2683439	750	239
751	"trans-o-Coumaric acid, O-ethoxycarbonyl-"	NA	791630.333333333	751	239
752	"Decane, 2,3,7-trimethyl-"	1052671	1893700.33333333	752	239
753	"Methyleugenol"	381248	39358727.6666667	753	239
754	"Methyl glycolate, TBDMS derivative"	11367.3333333333	307372.666666667	754	239
755	"2-Phenylpropenal"	NA	181688	755	239
756	"Peak@16.302"	178605	165347.333333333	756	239
757	"Peak@16.302"	1179312	370506.333333333	757	239
758	"Peak@16.302"	1179312	370506.333333333	758	239
759	"1,1,3,3,5,5,7,7,9,9-Decamethyl-9-(2-methylpropoxy)pentasiloxan-1-ol"	5979832.66666667	5718446.33333333	759	239
760	"Peak@16.311"	662081.333333333	1550540	760	239
761	"Peak@16.312"	1825721.66666667	3738591.66666667	761	239
762	"Peak@16.316"	120833	317585	762	239
763	"Peak@16.316"	353626.666666667	329083	763	239
764	"Phthalic acid, 2,6-dimethoxyphenyl methyl ester"	222052.666666667	20164.6666666667	764	239
765	"Silane, triethyl(2-phenylethenyl)-"	213312.333333333	56038	765	239
766	"Benzenemethanol, 3,5-dimethoxy-α-(2-methylpropyl)-"	34610.3333333333	796815.666666667	766	239
767	"Peak@16.341"	504505	419749.666666667	767	239
768	"Nopyl angelate"	5116.33333333333	735558.333333333	768	239
769	"3,4-Dimethyl-1,2-cyclopentadione"	173332.666666667	969019.666666667	769	239
770	"1-Cyclohexen-1-ol, 2,6-dimethyl-, acetate"	158270.333333333	467054.333333333	770	239
771	"2-Pyrazolin-5-ol, 3-methyl-5-(3-pyridyl)-1-(3-pyridylcarbonyl)-"	727390.333333333	61207.6666666667	771	239
772	"Peak@16.448"	559116.333333333	NA	772	239
773	"Ylangene"	97553859.6666667	11966548.6666667	773	239
774	"Peak@16.527"	15839776.3333333	3144516.66666667	774	239
775	"8-Methyl-2-(trifluoromethyl)-5H,6H,7H,8H-imidazo[1,2-a]pyrazine, N-methyl"	4927076.66666667	NA	775	239
776	"Peak@16.529"	1124832	198276.666666667	776	239
777	"Peak@16.529"	1004380	285706	777	239
778	"Peak@16.531"	1208249	204469.666666667	778	239
779	"Dauca-5,8-diene"	432839322.333333	82929599.6666667	779	239
780	"Peak@16.538"	4367364	1338933	780	239
781	"Peak@16.539"	7228688	1622448.66666667	781	239
782	"D-Galactono-1,4-lactone, 5,6-O-octylidene-"	3832284	600598.333333333	782	239
783	"Peak@16.540"	7228688	1622448.66666667	783	239
784	"Peak@16.543"	477920.666666667	NA	784	239
785	"7,9-Di-tertbutyl-1-oxaspiro[4,5]deca-6,9-dien-8-one"	351528	3994197.66666667	785	239
786	"benzoic acid, 4-hexyl-, 4-(1-oxooctyl)phenyl ester"	1692116	2219526	786	239
787	"N,N-Dibenzylethylenediamine diacetate"	2587123.33333333	420591	787	239
788	"Benzenesulfonamide, N-(2,6-dimethylphenyl)-4-(2-methanesulfonylaminoethoxy)-"	1620890	610164.666666667	788	239
789	"Peak@16.707"	2587123.33333333	420591	789	239
790	"1-Methoxy-1-methyl-3-phenylurea, N-methyl"	4468772.66666667	1456684.66666667	790	239
791	"Cyclopropanecarboxylic acid, 2,2-dimethyl-3-(2-methyl-1-propenyl)-, 2-methyl-4-oxo-3-(1,3-pentadienyl)-2-cyclopenten-1-yl ester"	168344496.666667	75796548	791	239
792	"1-(2,3-Dihydro-1-benzofuran-5-ylmethyl)piperazine, N-trifluoroacetyl-"	14725264	514533.333333333	792	239
793	"Peak@16.716"	6974829.33333333	241551.333333333	793	239
794	"3,3,5,5-Tetramethyl-6-(2,4,6-trimethyl-benzoyl)-dihydro-pyran-2,4-dione"	14725264	514533.333333333	794	239
795	"N(α)-Benzoyloxycarbonyl-N(β)-trimethylammonio-l-alanine, inner sal"	965239	270089	795	239
796	"3-(Hydroxyimino)-6-methylindolin-2-one"	257033.333333333	68872	796	239
797	"Carbonic acid, tetradecyl vinyl ester"	6812597.33333333	10243078.6666667	797	239
798	"Pentane, 2,2,4,4-tetramethyl-"	3564265.33333333	2847536	798	239
799	"Glycine, N-(4-ethylbenzoyl)-, pentadecyl ester"	1323067	2024006	799	239
800	"Cyclohexanone, 3-(3,3-dimethylbutyl)-"	1318510.33333333	175379	800	239
801	"4-Cyanophenyl 4-hexylbenzoate"	2748700.66666667	NA	801	239
802	"1,3-Dioxolane, 2,2-dimethyl-4,5-bis(1-methylethenyl)-"	211405.333333333	1203761.66666667	802	239
803	"(4-Benzo[1,3]dioxol-5-ylmethylpiperazin-1-yl)(m-tolyl)methanone"	2153901.66666667	235231.666666667	803	239
804	"Benzene, 1,4-dimethoxy-2-methyl-5-isopropyl-"	496881.666666667	184907.333333333	804	239
805	"3-Heptyne, 5,5-diethyl-"	3129061	2609631	805	239
806	"Sobrerol 8-acetate"	211405.333333333	963126	806	239
807	"(1S,4S,4aS)-1-Isopropyl-4,7-dimethyl-1,2,3,4,4a,5-hexahydronaphthalene"	35464508.3333333	4115293	807	239
808	"Phenol, 2,5-bis(1-methylethyl)-, acetate"	194669	NA	808	239
809	"7,7a-Dimethyl-3a,4,5,7a-tetrahydro-3H-benzofuran-2-one"	9484104.33333333	829052	809	239
810	"Carbonic acid, isobutyl 4-isopropylphenyl ester"	NA	1230856.66666667	810	239
811	"Phenol, 2-bromo-4-(1,1-dimethylethyl)-"	341085.333333333	307459.666666667	811	239
812	"O-2-Methylpentyl, methylphosphonic acid, trimethylsilyl ester"	916357.666666667	45621.6666666667	812	239
813	"Peak@16.915"	3026698	499434	813	239
814	"2-Fluoro-3-trifluoromethylbenzoic acid, 4-hexadecyl ester"	179074871	3983683	814	239
815	"1-Phthalanol, 1,3,3-trimethyl-"	150163	2968742	815	239
816	"Benzamide, 4-fluoro-N-methallyl-"	764315.333333333	451026.666666667	816	239
817	"Methyl n-hexyl ketone-1-phenyl-1,2-ethanediol ketal 2"	2803980	605880	817	239
818	"Undecane, 5,7-dimethyl-"	314291	137163.666666667	818	239
819	"4-Butylbenzoic acid, 4-chloro-2-methylphenyl ester"	394088.666666667	428609.333333333	819	239
820	"2-(1,1-Dimethylethyl)-6-(1-methylethyl)phenol"	2395372	38800.3333333333	820	239
821	"Jaboticabin acid, 5TMS"	451568.333333333	542260.333333333	821	239
822	"Peak@17.005"	722201.333333333	773011.666666667	822	239
823	"Peak@17.019"	606404	542710.333333333	823	239
824	"Peak@17.021"	2745907.33333333	2425033.33333333	824	239
825	"Peak@17.021"	602175.666666667	504630.333333333	825	239
826	"p-Cymene-2,5-diol"	645903497	558282067.333333	826	239
827	"Peak@17.023"	1515943.66666667	1312446	827	239
828	"Peak@17.023"	1749734.66666667	1575206.66666667	828	239
829	"N-(2,6-Dimethylphenyl)-1-(2-methoxyethyl)-2-methyl-5-oxopyrrolidine-2-carboxamide"	602175.666666667	504630.333333333	829	239
830	"Peak@17.028"	784294	700803.666666667	830	239
831	"Peak@17.030"	906672.333333333	800353.666666667	831	239
832	"Glycine, N-(4-ethylbenzoyl)-, undecyl ester"	NA	781627.666666667	832	239
833	"4-Oxo-4-phenylbutyric acid, 2-methyloct-5-yn-4-yl ester"	614498.666666667	781627.666666667	833	239
834	"Benzene, (1-butylpentyl)-"	1120445.33333333	221209.666666667	834	239
835	"5-Cyano-5,6,6-trimethyl-1-oxa-4-aza-spiro[2.4]heptane-2,2-dicarboxylic acid, dimethyl ester"	47417.6666666667	2095025.33333333	835	239
836	"Propanamide, N-(2-benzimidazolyl)-N-phenyl-"	3278940.33333333	NA	836	239
837	"Peak@17.185"	1221773.33333333	711993.333333333	837	239
838	"Benzoic acid, 4-amino-, 4-hydroximino-2,2,6,6-tetramethyl-1-piperidinyl ester"	127053.333333333	120717.666666667	838	239
839	"Decane, 3,3,5-trimethyl-"	193096.333333333	156542.333333333	839	239
840	"1,5-Diazacyclopentadecan-6-one, 1-acetyl-"	NA	238878	840	239
841	"Naphthalene, 1,2,4a,5,8,8a-hexahydro-4,7-dimethyl-1-(1-methylethyl)-, (1α,4aβ,8aα)-(±)-"	1167066	55008327	841	239
842	"tert-Butyldimethylsilyl 2-hydroxy-4-methylbenzoate"	1536528.33333333	87122475.3333333	842	239
843	"Peak@17.203"	215893.333333333	209387.666666667	843	239
844	"N-Phenyl-malonamic acid methyl ester"	NA	396404	844	239
845	"2-Diethylcarbamoyl-1,3-benzodioxole"	NA	204348.333333333	845	239
846	"1-[(1,3-Benzodioxol-5-ylmethyl)carbamothioyl]piperidine-4-carboxamide, N,N,N'-trimethyl-"	884195	3799875	846	239
847	"4-Cyanophenyl 4-hexylbenzoate"	6828629	71405385	847	239
848	"1,2-Benzenediol, O-acetoxyacetyl-O'-(4-butylbenzoyl)-"	15751909	48727501.6666667	848	239
849	"2-(Hydroxyimino)-2-(4-methoxyphenyl)ethyl 4-butyramidobenzoate"	781539.666666667	76861.6666666667	849	239
850	"7,7a-Dimethyl-3a,4,5,7a-tetrahydro-3H-benzofuran-2-one"	43291878	5451607.66666667	850	239
851	"trans-2,5-Dimethoxy-4-ethoxy-β-methyl-β-nitrostyrene"	NA	NA	851	239
852	"Peak@17.354"	1370166.66666667	1315507.33333333	852	239
853	"Peak@17.358"	4015748.66666667	2493246	853	239
854	"Peak@17.360"	44446555.3333333	19762204.6666667	854	239
855	"Peak@17.362"	8879418.66666667	3243026.66666667	855	239
856	"Peak@17.363"	15435517.6666667	7352507.66666667	856	239
857	"Peak@17.365"	105457706	48727501.6666667	857	239
858	"Peak@17.365"	9085680.66666667	3862108	858	239
859	"Z-2-Dodecenol"	13454506	5840148.66666667	859	239
860	"Peak@17.367"	13580135.3333333	7369345	860	239
861	"Bicyclo[5.2.0]nonane, 2-methylene-4,8,8-trimethyl-4-vinyl-"	3167545997.66667	1351758267.66667	861	239
862	"Peak@17.369"	14247046	6316890.33333333	862	239
863	"Peak@17.374"	13454506	5840148.66666667	863	239
864	"para-Tolyl octanoate"	14363918.3333333	6435863.66666667	864	239
865	"Peak@17.376"	10583212.3333333	4702589	865	239
866	"Butyl 3,4-dimethylphenyl ether"	404567.333333333	3167936	866	239
867	"2,6-Diisopropylphenyl acetate"	2890828	23684662.3333333	867	239
868	"Peak@17.428"	33105	527844.666666667	868	239
869	"Peak@17.479"	963229.333333333	535130	869	239
870	"benzoic acid, 4-hexyl-, 4-(1-oxooctyl)phenyl ester"	5551931.66666667	5953937.66666667	870	239
871	"1,2,4,5-Tetramethyl-3-neopentylbenzene  #"	60431884.3333333	15756195	871	239
872	"Peak@17.508"	2922733.33333333	528532.666666667	872	239
873	"(1R,2S,6S,7S,8S)-8-Isopropyl-1-methyl-3-methylenetricyclo[4.4.0.02,7]decane-rel-"	604883968.666667	92982616.6666667	873	239
874	"β-BERGAMOTENE"	166569875	40773530.6666667	874	239
875	"8a-Methyl-5-methylene-3-([(pyridin-2-ylmethyl)-amino]-methyl)-decahydro-naphtho[2,3-b]furan-2-one"	20991451	5747432	875	239
876	"2-Fluorobenzyl 4-amino-1,2,5-oxadiazole-3-carboxylate, TMS"	1094604.66666667	171683	876	239
877	"Decane, 3,7-dimethyl-"	2402534.66666667	3507929.33333333	877	239
878	"9,9'-bis-(9H-fluorene), 9,9'-hydroxy-"	226928	1698080	878	239
879	"2',4'-Dihydroxy-6'-methylacetophenone"	31402	NA	879	239
880	"1-Ethynyl-4-propylbicyclo[2.2.2]octane"	19892016.6666667	195786544.333333	880	239
881	"1-Ethyl-3-vinyl-adamantane"	30192963.3333333	247697310.666667	881	239
882	"Octanoic acid, 3,5-dimethylphenyl ester"	580411	1192762.66666667	882	239
883	"Phenol, 4-methoxy-2,3,6-trimethyl-"	58435.3333333333	NA	883	239
884	"Peak@17.735"	483861	1496556	884	239
885	"Peak@17.735"	206803.333333333	735953.666666667	885	239
886	"Phthalic acid, dodecyl 2-isopropoxyphenyl ester"	1268145.66666667	3620698	886	239
887	"Peak@17.738"	199204.666666667	550616	887	239
888	"(3R,4aS,5R)-4a,5-Dimethyl-3-(prop-1-en-2-yl)-1,2,3,4,4a,5,6,7-octahydronaphthalene"	95338490	288785613.333333	888	239
889	"2-Methoxycarbonyl-2-methyl-3-(N-methyl-N-phenylamino)(2H)azirine"	6182716.66666667	18097506.6666667	889	239
890	"Anisole"	1281820	3749261	890	239
891	"Memantine"	3639669.33333333	12772462	891	239
892	"3-Butyl-2-methyl-6,7-dihydro-5H-cyclopenta[b]pyridine-4-amine"	13992323.6666667	31681175.3333333	892	239
893	"Butane, 1,1',1'',1'''-(1,2-ethanediylidenetetrakis(oxy))tetrakis-"	1343286	3055867.33333333	893	239
894	"Phenol, 3-(1,1-dimethylethyl)-4-methoxy-"	19603731	981050.666666667	894	239
895	"N-(3-Azetidinyl)-N-methylacetamide, N'-acetyl-"	131303.666666667	184802.333333333	895	239
896	"Undecane, 3,8-dimethyl-"	3024947.33333333	3496149.33333333	896	239
897	"(1S,4S,4aS)-1-Isopropyl-4,7-dimethyl-1,2,3,4,4a,5-hexahydronaphthalene"	7795418.33333333	1508887.66666667	897	239
898	"Panaginsene"	1353072	1638274	898	239
899	"Propenone, 1-(1-hydroxycyclohexyl)-3-(4-hydroxyphenyl)-"	708809	528079.666666667	899	239
900	"Undecane, 3,8-dimethyl-"	2481293.33333333	3315901.33333333	900	239
901	"(3R,4aS,8aS)-8a-Methyl-5-methylene-3-(prop-1-en-2-yl)-1,2,3,4,4a,5,6,8a-octahydronaphthalene"	1787279.33333333	2004883.66666667	901	239
902	"4-(Propan-2-yl)benzene-1,3-diol, dimethyl ether"	1872191	64320.6666666667	902	239
903	"Peak@17.980"	1047496.33333333	165912.333333333	903	239
904	"Peak@17.982"	1208566.33333333	658449.333333333	904	239
905	"1,4,7,-Cycloundecatriene, 1,5,9,9-tetramethyl-, Z,Z,Z-"	532583031	91595714	905	239
906	"Peak@17.985"	6449177	1155723.66666667	906	239
907	"(1R,3aS,8aS)-7-Isopropyl-1,4-dimethyl-1,2,3,3a,6,8a-hexahydroazulene"	136497842.333333	24114423	907	239
908	"Panaginsene"	21589498.3333333	3511709.33333333	908	239
909	"tert-Butyl 3,3-dimethyl-5-oxo-4-phenylpiperazine-1-carboxylate"	1654236	347248	909	239
910	"Peak@17.991"	901998	449285	910	239
911	"Peak@17.993"	4770338	1114424	911	239
912	"2-Ethylbutyric acid, phenethyl ester"	NA	94806	912	239
913	"1,1-Diethyl-1,2,3,4-tetrahydronaphthalene"	992762.333333333	971070	913	239
914	"Oxalic acid, 6-ethyloct-3-yl heptyl ester"	7106244	9922633	914	239
915	"1-(2,4-Dihydroxyphenyl)-1-butanone, diacetate"	1847454	783371.666666667	915	239
916	"1,2-Benzenediol, o-(4-trifluoromethylbenzoyl)-o'-(4-fluorobenzoyl)-"	438927.333333333	515508	916	239
917	"l-Alanine, N-(4-butylbenzoyl)-, hexyl ester"	254639348	34833137	917	239
918	"3-Methyl-2-butanol, TBDMS derivative"	3368971	886836	918	239
919	"Bi-2-cyclohexen-1-yl"	8492481	1479780	919	239
920	"Succinic acid, 3-chlorophenyl 3-phenylprop-2-en-1-yl ester"	3022530.66666667	886836	920	239
921	"α-Guaiene"	206474963.333333	28991197.6666667	921	239
922	"Butylphosphonic acid, di(4-methoxybenzyl) ester"	10518431.6666667	1235298.33333333	922	239
923	"Acetic acid, 5-(2,2-dimethyl-6-oxocyclohexylidene)-3-methyl-pent-3-enyl ester"	38876065.3333333	4929699	923	239
924	"Benzene, ethylpentamethyl-"	538013.333333333	367486.666666667	924	239
925	"2,3,3,4,7-Pentamethyl-2,3-dihydro-benzofuran"	117282	2752839.66666667	925	239
926	"3-Buten-2-one, 4-hydroxy-4-phenyl-"	534612.666666667	14192256.3333333	926	239
927	"N-(1,2,3,4-Tetrahydro-isoquinolin-1-ylmethyl)-benzenesulfonamide"	484823	948338	927	239
928	"3-[3-(1,3-Benzodiazol-1-yl)propyl]-4-hydroxy-4,5,5-trimethyl-1,3-oxazolidin-2-one"	NA	7405378.66666667	928	239
929	"Peak@18.218"	766495	2319484.33333333	929	239
